id,question,sql,evidence
cc50a300-d9e0-4542-b2ae-924ce7eba63d,"What is the average score in writing for the schools that were opened after 1991 or closed before 2000? List the school names along with the score. Also, list the communication number of the schools if there is any.","SELECT T2.School, T1.AvgScrWrite, T2.Phone FROM schools AS T2 LEFT JOIN satscores AS T1 ON T2.CDSCode = T1.cds WHERE strftime('%Y', T2.OpenDate) > '1991' OR strftime('%Y', T2.ClosedDate) < '2000'",Communication number refers to phone number.
d44edab3-35d2-40db-845d-14c772688fdc,"What is the average math score of the school with the lowest average score for all subjects, and in which county is it located?","SELECT T1.AvgScrMath, T2.County FROM satscores AS T1 INNER JOIN schools AS T2 ON T1.cds = T2.CDSCode WHERE T1.AvgScrMath IS NOT NULL ORDER BY T1.AvgScrMath + T1.AvgScrRead + T1.AvgScrWrite ASC LIMIT 1",Average score for all subjects can be computed by AvgScrMath + AvgScrRead + AvgScrWrite
d89bccf6-adcf-4091-94d4-bb07c68a18ca,How many schools in merged Alameda have number of test takers less than 100?,SELECT COUNT(T1.CDSCode) FROM schools AS T1 INNER JOIN satscores AS T2 ON T1.CDSCode = T2.cds WHERE T1.StatusType = 'Merged' AND T2.NumTstTakr < 100 AND T1.County = 'Lake',
dde5c6b1-f495-4154-8d7a-e6c574051151,What is the ratio of merged Unified School District schools in Orange County to merged Elementary School District schools?,SELECT CAST(SUM(CASE WHEN DOC = 54 THEN 1 ELSE 0 END) AS REAL) / SUM(CASE WHEN DOC = 52 THEN 1 ELSE 0 END) FROM schools WHERE StatusType = 'Merged' AND County = 'Orange',Elementary School District refers to DOC = 52; Unified School District refers to DOC = 54.
e0ae0074-01a4-4ed4-9908-ef9c443fb43c,How many schools in Fresno (directly funded) have number of test takers not more than 250?,SELECT COUNT(T1.CDSCode) FROM frpm AS T1 INNER JOIN satscores AS T2 ON T1.CDSCode = T2.cds WHERE T1.`Charter Funding Type` = 'Directly funded' AND T1.`County Name` = 'Fresno' AND T2.NumTstTakr <= 250,
e38c381d-42d2-4e60-90ad-290fd9e357ef,Please list the phone numbers of the direct charter-funded schools that are opened after 2000/1/1.,SELECT T2.Phone FROM frpm AS T1 INNER JOIN schools AS T2 ON T1.CDSCode = T2.CDSCode WHERE T1.`Charter Funding Type` = 'Directly funded' AND T1.`Charter School (Y/N)` = 1 AND T2.OpenDate > '2000-01-01',Charter schools refers to `Charter School (Y/N)` = 1 in the frpm
e78598ff-f64f-48ee-a917-864c1aaa7f72,"Rank schools by their average score in Writing where the score is greater than 499, showing their charter numbers.","SELECT CharterNum, AvgScrWrite, RANK() OVER (ORDER BY AvgScrWrite DESC) AS WritingScoreRank FROM schools AS T1 INNER JOIN satscores AS T2 ON T1.CDSCode = T2.cds WHERE T2.AvgScrWrite > 499 AND CharterNum is not null",Valid charter number means the number is not null
e9423475-8f7a-4cad-aadb-f8fbafee354c,What is the website for the schools under the administrations of Mike Larson and Dante Alvarez?,SELECT Website FROM schools WHERE (AdmFName1 = 'Mike' AND AdmLName1 = 'Larson') OR (AdmFName1 = 'Dante' AND AdmLName1 = 'Alvarez'),
ea3a855a-7afc-4d64-aebf-1132ac03e6ac,What is the telephone number for the school with the lowest average score in reading in Fresno Unified?,SELECT T2.Phone FROM satscores AS T1 INNER JOIN schools AS T2 ON T1.cds = T2.CDSCode WHERE T2.District = 'Fresno Unified' AND T1.AvgScrRead IS NOT NULL ORDER BY T1.AvgScrRead ASC LIMIT 1,Fresno Unified is a name of district;
efb25631-d6a7-4694-8835-8db249d51644,"For the school with the highest average score in Reading in the SAT test, what is its FRPM count for students aged 5-17?",SELECT T2.`FRPM Count (Ages 5-17)` FROM satscores AS T1 INNER JOIN frpm AS T2 ON T1.cds = T2.CDSCode ORDER BY T1.AvgScrRead DESC LIMIT 1,
f1e0ba41-4172-4853-a8e3-11f07c8b5c8d,What is the total number of non-chartered schools in the county of Los Angeles with a percent (%) of eligible free meals for grades 1 through 12 that is less than 0.18%?,SELECT COUNT(T2.School) FROM frpm AS T1 INNER JOIN schools AS T2 ON T1.CDSCode = T2.CDSCode WHERE T2.County = 'Los Angeles' AND T2.Charter = 0 AND CAST(T1.`Free Meal Count (K-12)` AS REAL) * 100 / T1.`Enrollment (K-12)` < 0.18,non-chartered schools refer to schools whose Charter = 0; K-12 means grades 1 through 12; percent of eligible free rate for K-12 = `Free Meal Count (K-12)` * 100 / `Enrollment (K-12)`
f3096bdc-c23f-488b-9618-72643a54f615,State the names and full communication address of high schools in Monterey which has more than 800 free or reduced price meals for ages 15-17?,"SELECT T1.`School Name`, T2.Street, T2.City, T2.State, T2.Zip FROM frpm AS T1 INNER JOIN schools AS T2 ON T1.CDSCode = T2.CDSCode WHERE T2.County = 'Monterey' AND T1.`Free Meal Count (Ages 5-17)` > 800 AND T1.`School Type` = 'High Schools (Public)'","Full communication address should include Street, City, State and zip code if any."
f7990cc7-f7af-44ea-a9d1-f52c65298e5b,Please list the phone numbers of the schools with the top 3 SAT excellence rate.,SELECT T1.Phone FROM schools AS T1 INNER JOIN satscores AS T2 ON T1.CDSCode = T2.cds ORDER BY CAST(T2.NumGE1500 AS REAL) / T2.NumTstTakr DESC LIMIT 3,Excellence rate = NumGE1500 / NumTstTakr
fe927702-ecbd-47ac-8cf3-6c1c9650cdb6,Please list the names and location of the schools with a total enrollment of over 700.,SELECT T2.CDSCode FROM schools AS T1 INNER JOIN frpm AS T2 ON T1.CDSCode = T2.CDSCode WHERE T2.`Enrollment (K-12)` + T2.`Enrollment (Ages 5-17)` > 500,Total enrollment can be represented by `Enrollment (K-12)` + `Enrollment (Ages 5-17)`
ffdcd857-d256-49f7-982f-24b3daa34ebf,What is the phone number and extension number for the school that had the 333rd highest average writing score?,"SELECT T2.Phone, T2.Ext FROM satscores AS T1 INNER JOIN schools AS T2 ON T1.cds = T2.CDSCode ORDER BY T1.AvgScrWrite DESC LIMIT 332, 1",
