id,question,sql,evidence
6279d2e0-0c13-46aa-a755-a37d10db2ce3,What is the lowest grade for the District Special Education Consortia School with National Center for Educational Statistics school district identification number of 0613360?,SELECT MIN(T1.`Low Grade`) FROM frpm AS T1 INNER JOIN schools AS T2 ON T1.CDSCode = T2.CDSCode WHERE T2.NCESDist = '0613360' AND T2.EdOpsCode = 'SPECON',District Special Education Consortia School refers to EdOpsCode = 'SPECON'.
0ccc0804-dce3-4f40-be80-f845867f1ea9,List the names of virtual schools that are among the top 5 in their respective counties based on average reading scores.,"SELECT School FROM (SELECT T2.School,T1.AvgScrRead, RANK() OVER (PARTITION BY T2.County ORDER BY T1.AvgScrRead DESC) AS rnk FROM satscores AS T1 INNER JOIN schools AS T2 ON T1.cds = T2.CDSCode WHERE T2.Virtual = 'F' ) ranked_schools WHERE rnk <= 5",Exclusively virtual refers to Virtual = 'F'; respective counties means PARTITION BY County
2cccb900-5d01-4964-b033-7db99b36ccee,"Between San Diego and Santa Barbara, which county offers the most number of schools that does not offer physical building? Indicate the amount.","SELECT County, COUNT(Virtual) FROM schools WHERE (County = 'San Diego' OR County = 'Santa Barbara') AND Virtual = 'F' GROUP BY County ORDER BY COUNT(Virtual) DESC LIMIT 1",'Does not offer physical building' means Virtual = F in the database.
601b66c6-cea0-4834-88c3-c56685bd4d27,"What is the average math score of the school with the lowest average score for all subjects, and in which county is it located?","SELECT T1.AvgScrMath, T2.County FROM satscores AS T1 INNER JOIN schools AS T2 ON T1.cds = T2.CDSCode WHERE T1.AvgScrMath IS NOT NULL ORDER BY T1.AvgScrMath + T1.AvgScrRead + T1.AvgScrWrite ASC LIMIT 1",Average score for all subjects can be computed by AvgScrMath + AvgScrRead + AvgScrWrite
a7a94b2b-d004-4dfa-9459-bfa324b82c30,What is the telephone number for the school with the lowest average score in reading in Fresno Unified?,SELECT T2.Phone FROM satscores AS T1 INNER JOIN schools AS T2 ON T1.cds = T2.CDSCode WHERE T2.District = 'Fresno Unified' AND T1.AvgScrRead IS NOT NULL ORDER BY T1.AvgScrRead ASC LIMIT 1,Fresno Unified is a name of district;
d5d815ca-ebb0-41b0-af4d-c18cc20174ab,How many schools in Fresno (directly funded) have number of test takers not more than 250?,SELECT COUNT(T1.CDSCode) FROM frpm AS T1 INNER JOIN satscores AS T2 ON T1.CDSCode = T2.cds WHERE T1.`Charter Funding Type` = 'Directly funded' AND T1.`County Name` = 'Fresno' AND T2.NumTstTakr <= 250,
e9f8bfaa-930d-4b6e-832a-34333354b4be,"For the school with the highest average score in Reading in the SAT test, what is its FRPM count for students aged 5-17?",SELECT T2.`FRPM Count (Ages 5-17)` FROM satscores AS T1 INNER JOIN frpm AS T2 ON T1.cds = T2.CDSCode ORDER BY T1.AvgScrRead DESC LIMIT 1,
168e7a48-7cae-46ac-bc9e-18c1ec925252,What is the average number of test takers from Fresno schools that opened between 1/1/1980 and 12/31/1980?,"SELECT AVG(T1.NumTstTakr) FROM satscores AS T1 INNER JOIN schools AS T2 ON T1.cds = T2.CDSCode WHERE strftime('%Y', T2.OpenDate) = '1980' AND T2.County = 'Fresno'",between 1/1/1980 and 12/31/1980 means the year = 1980
acf5b614-f125-4d4e-ad7a-07e9bc33eed5,Which active district has the highest average score in Reading?,SELECT T1.District FROM schools AS T1 INNER JOIN satscores AS T2 ON T1.CDSCode = T2.cds WHERE T1.StatusType = 'Active' ORDER BY T2.AvgScrRead DESC LIMIT 1,
58085beb-46f3-4160-b4a3-b89f1ba9b757,What are the two most common first names among the school administrators? Indicate the district to which they administer.,"SELECT DISTINCT T1.AdmFName1, T1.District FROM schools AS T1 INNER JOIN ( SELECT admfname1 FROM schools GROUP BY admfname1 ORDER BY COUNT(admfname1) DESC LIMIT 2 ) AS T2 ON T1.AdmFName1 = T2.admfname1",
6221a7fb-ce18-4bb0-9b04-36664de56cae,Give the names of the schools with the percent eligible for free meals in K-12 is more than 0.1 and test takers whose test score is greater than or equal to 1500?,SELECT T2.`School Name` FROM satscores AS T1 INNER JOIN frpm AS T2 ON T1.cds = T2.CDSCode WHERE CAST(T2.`Free Meal Count (K-12)` AS REAL) / T2.`Enrollment (K-12)` > 0.1 AND T1.NumGE1500 > 0,Percent eligible for free meals = Free Meal Count (K-12) / Total (Enrollment (K-12)
07e2b795-4e2c-4ac7-8d4a-89ecd4307b32,In which city can you find the school in the state of California with the lowest latitude coordinates and what is its lowest grade? Indicate the school name.,"SELECT T2.City, T1.`Low Grade`, T1.`School Name` FROM frpm AS T1 INNER JOIN schools AS T2 ON T1.CDSCode = T2.CDSCode WHERE T2.State = 'CA' ORDER BY T2.Latitude ASC LIMIT 1",State of California refers to state = 'CA'
edc7c841-f61b-4d4b-8ad2-848a7f950a37,What is the number of SAT test takers of the schools with the highest FRPM count for K-12 students?,SELECT NumTstTakr FROM satscores WHERE cds = ( SELECT CDSCode FROM frpm ORDER BY `FRPM Count (K-12)` DESC LIMIT 1 ),
09cbba05-b31e-45e5-a49e-e42c07fc142b,What is the free rate for students between the ages of 5 and 17 at the school run by Kacey Gibson?,SELECT CAST(T2.`Free Meal Count (Ages 5-17)` AS REAL) / T2.`Enrollment (Ages 5-17)` FROM schools AS T1 INNER JOIN frpm AS T2 ON T1.CDSCode = T2.CDSCode WHERE T1.AdmFName1 = 'Kacey' AND T1.AdmLName1 = 'Gibson',Eligible free rates for students aged 5-17 = `Free Meal Count (Ages 5-17)` / `Enrollment (Ages 5-17)`
1ab33b74-3247-4296-ab85-d5e439c03fd0,"If there are any, what are the websites address of the schools with a free meal count of 1,900-2,000 to students aged 5-17? Include the name of the school.","SELECT T2.Website, T1.`School Name` FROM frpm AS T1 INNER JOIN schools AS T2 ON T1.CDSCode = T2.CDSCode WHERE T1.`Free Meal Count (Ages 5-17)` BETWEEN 1900 AND 2000 AND T2.Website IS NOT NULL",
